0 , 15 , 0.95 , 0 , 15.96 , 0.657508 , -1.68371 , 1.96419 , -0.328783 , -0.104183 , 0.238278
0.02 , 15 , 0.97 , 0 , 15.38 , 0.603227 , -1.519 , 1.7748 , -0.326099 , -0.132945 , 0.266785
0.04 , 15 , 1.4 , 0 , 15.1 , 0.5756 , -1.42455 , 1.66951 , -0.321625 , -0.164903 , 0.299638
0.06 , 15 , 1 , 0 , 52.19 , 0.548233 , -1.35401 , 1.58747 , -0.309736 , -0.194816 , 0.33607
0.08 , 15 , 1.01 , 0 , 125.88 , 0.526146 , -1.29378 , 1.52229 , -0.298743 , -0.225367 , 0.367133
0.1 , 15 , 0.96 , 0 , 129.52 , 0.513141 , -1.24292 , 1.47323 , -0.293885 , -0.255408 , 0.393466
0.12 , 15 , 0.25 , 0 , 69.81 , 0.49826 , -1.20695 , 1.42846 , -0.28532 , -0.275605 , 0.419032
0.14 , 15 , 1.31 , 0 , 335.42 , 0.487224 , -1.16038 , 1.37363 , -0.279312 , -0.305774 , 0.453163
0.16 , 15 , 2.8 , 0 , 341.55 , 0.476789 , -1.11702 , 1.33729 , -0.273816 , -0.33543 , 0.47694
0.18 , 15 , 3.11 , 0 , 345.05 , 0.464046 , -1.09129 , 1.30324 , -0.264612 , -0.354222 , 0.500333
0.2 , 15 , 2.75 , 0 , 353.85 , 0.451632 , -1.0593 , 1.27291 , -0.257453 , -0.376464 , 0.52117
0.22 , 15 , 2.73 , 0 , 4.66 , 0.441533 , -1.0349 , 1.24902 , -0.249528 , -0.394617 , 0.536765
0.24 , 15 , 2.54 , 0 , 23.18 , 0.431988 , -0.995419 , 1.20773 , -0.243647 , -0.423123 , 0.567701
0.26 , 15 , 2.79 , 0 , 27.88 , 0.424158 , -0.971474 , 1.18036 , -0.238023 , -0.442681 , 0.589176
0.28 , 15 , 3.06 , 0 , 26.3 , 0.410067 , -0.939018 , 1.14308 , -0.226901 , -0.466586 , 0.617172
0.3 , 15 , 3.39 , 0 , 21.07 , 0.405967 , -0.918837 , 1.12304 , -0.2246 , -0.483587 , 0.632895
